#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
#  STRING NAME (do not change!);;;;;;;;;;;X
yug_state_of_emergency_desc;On 12 March 1991, the leadership of the Army met with the Presidency in an attempt to convince them to declare a state of emergency which would allow for the pan-Yugoslav army to take control of the country. In the meeting, a vote was taken on a proposal to enact martial law to allow for military action to end the crisis in Croatia by providing protection for the Serbs. The proposal was rejected as the Bosnian delegate Bogic Bogicevic voted against it, believing that there was still the possibility of diplomacy being able to solve the crisis. The Yugoslav Presidency crisis reached an impasse in when Sapunxhiu 'defected' his faction in the second vote on martial law in March 1991. Jovic briefly resigned from the presidency in protest, but soon returned. On 16 May 1991, the Serbian parliament replaced Kosovo's Riza Sapunxhiu with Sejdo Bajramovic, and Vojvodina's Nenad Bucin with Jugoslav Kostic. This effectively deadlocked the Presidency, because Milosevic's Serbian faction had secured four out of eight federal presidency votes and it was able to block any unfavorable decisions at the federal level, in turn causing objections from other republics and calls for reform of the Yugoslav Federation.;;;;;;;;;;X
yug_reform_federation;Reform Federation;;;;;;;;;;X
yug_reform_federation_desc;Following the first multi-party election results, the republics of Slovenia, Croatia and Macedonia proposed transforming Yugoslavia into a loose federation of six republics in the autumn of 1990, however Miloševi? rejected all such proposals, arguing that like Slovenians and Croats, the Serbs also had a right to self-determination.;;;;;;;;;;X
slv_independence_referendum;Slovenian Independence Referendum;;;;;;;;;;X
slv_independence_referendum_desc;An independence referendum was held in the Republic of Slovenia on 23 December 1990. Both the ruling centre-right coalition and the left-wing opposition supported the referendum and called on voters to support Slovenian independence. The voters were asked the question: ''Should the Republic of Slovenia become an independent and sovereign state?''.;;;;;;;;;;X
croatian_militia;Croatian Paramilitary;;;;;;;;;;X
croatian_militia_desc;Croatian paramilitary have joined our cause!;;;;;;;;;;X
serbian_militia;Serbian Paramilitary;;;;;;;;;;X
serbian_militia_desc;Serbian paramilitary have joined our cause!;;;;;;;;;;X
log_revolution_2;The Log Revolution Aftermath;;;;;;;;;;X
log_revolution_2_desc;The so called Log Revolution has succeed, we now have control over the puppet government of Knin.;;;;;;;;;;X
log_revolution_1;The Log Revolution;;;;;;;;;;X
log_revolution_1-2-yug;Yugoslavia's Reaction to Croatia;;;;;;;;;;X
log_revolution_1-3_desc;The pilots claimed they were bringing ''equipment'' to Knin, but the federal Yugoslav Air Force intervened and sent fighter jets to intercept them and demanded that the helicopters return to their base or they would be fired upon, in which the Croatian forces obliged and returned to their base in Zagreb. To the Croatian government, this action by the Yugoslav Air Force revealed to them that the Yugoslav People's Army was increasingly under Serbian control.;;;;;;;;;;X
log_revolution_1-2;Croatia's Response to The Log Revolution;;;;;;;;;;X
log_revolution_1-2_desc;Croatian Serbs in Knin, under the leadership of local Knin police inspector Milan Martic, began to try to gain access to weapons so that the Croatian Serbs could mount a successful revolt against the Croatian government. Croatian Serb politicians including the Mayor of Knin met with Borisav Jovic, the head of the Yugoslav Presidency in August 1990, and urged him to push the council to take action to prevent Croatia from separating from Yugoslavia, as they claimed that the Serb population would be in danger in Croatia led by Tudman and his nationalist government. Initially the revolt became known as the ''Log Revolution'' as Serbs blockaded roadways to Knin with cut-down trees and prevented Croats from entering Knin or the Croatian coastal region of Dalmatia. However the blockade was damaging to Croatian tourism. The Croatian government refused to negotiate with the Serb separatists and decided to stop the rebellion by force, and sent in armed special forces by helicopters to put down the rebellion.;;;;;;;;;;X
log_revolution_1_desc;At the meeting, army official Petar Gracanin told the Croatian Serb politicians how to organize their rebellion, telling them to put up barricades, as well as assemble weapons of any sort in which he said ''If you can't get anything else, use hunting rifles''. Initially the revolt became known as the ''Log Revolution'' as Serbs blockaded roadways to Knin with cut-down trees and prevented Croats from entering Knin or the Croatian coastal region of Dalmatia. However the blockade was damaging to Croatian tourism. The Croatian government refused to negotiate with the Serb separatists and decided to stop the rebellion by force, and sent in armed special forces by helicopters to put down the rebellion.;;;;;;;;;;X
log_revolution;Arm Croatian Serbs;;;;;;;;;;X
log_revolution_desc;Croatian Serbs in Knin, under the leadership of local Knin police inspector Milan Martic, began to try to gain access to weapons so that the Croatian Serbs could mount a successful revolt against the Croatian government. Croatian Serb politicians including the Mayor of Knin met with Borisav Jovic, the head of the Yugoslav Presidency in August 1990, and urged him to push the council to take action to prevent Croatia from separating from Yugoslavia, as they claimed that the Serb population would be in danger in Croatia led by Tudman and his nationalist government.;;;;;;;;;;X
cro_transition_independence;Transition to Independence;;;;;;;;;;X
cro_transition_independence_desc;After the first multi-party elections, the creation of a constituent republic based on democratic institutions occurred. After the first free elections, in July 1990, the prefix ''socialist'' was dropped, and thereafter Croatia was named the Republic of Croatia. Franjo Tudman was elected president and his government embarked on a path toward the independence of Croatia.;;;;;;;;;;X
cro_flagchange;Flag Change;;;;;;;;;;X
cro_flagchange_desc;While Croatia was part of SFR Yugoslavia its tricolor was the same, but it had a five-pointed red star with a yellow border in place of the coat of arms. The star was replaced by the coat in May 1990, shortly after the first multiparty elections.;;;;;;;;;;X
cro_independence_referendum;Croatian Independence Referendum;;;;;;;;;;X
cro_independence_referendum_desc;In the Croatian independence referendum held on 2 May 1991, 93.24 percent voted for independence. On 19 May 1991, the second round of the referendum on the structure of the Yugoslav federation was held in Croatia. The phrasing of the question did not explicitly inquire as to whether one was in favor of secession or not. The referendum asked the voter if he or she was in favor of Croatia being ''able to enter into an alliance of sovereign states with other republics (in accordance with the proposal of the republics of Croatia and Slovenia for solving the state crisis in the SFRY)?''. 83.56 percent of the voters turned out, with Croatian Serbs largely boycotting the referendum. Of these, 94.17 percent (78.69 percent of the total voting population) voted ''in favor'' of the proposal, while 1.2 percent of those who voted were ''opposed''.;;;;;;;;;;X
yug_confiscate_weapons;Confiscate Croatia's Weapons;;;;;;;;;;X
yug_confiscate_weapons_desc;On May 14, 1990, the weapons of the Territorial Defense (TO) of Croatia were taken away by the Army, preventing the possibility of Croatia having its own weapons like it was done in Slovenia. According to Borisav Jovic, this action was done at the behest of the Republic of Serbia. This action left Croatia extremely vulnerable to pressure from Belgrade, whose leadership began to intensify their public challenges to Croatia's borders.;;;;;;;;;;X
multy-party_elections;Multi-Party Elections in Serbia;;;;;;;;;;X
multy-party_elections_desc;When the individual republics organized their multi-party elections in 1990, the ex-communists mostly failed to win re-election, while most of the elected governments took on nationalist platforms, promising to protect their separate nationalist interests. In multi-party parliamentary elections, re-branded former communist parties were victorious in Montenegro on 9 and 16 December 1990, and in Serbia on 9 and 23 December 1990. In addition Serbia re-elected Slobodan Milosevic as President. Serbia and Montenegro now increasingly favored a Serb-dominated Yugoslavia.;;;;;;;;;;X
multy-party_elections_1;Multi-Party Elections in Slovenia;;;;;;;;;;X
multy-party_elections_1_desc;When the individual republics organized their multi-party elections in 1990, the ex-communists mostly failed to win re-election, while most of the elected governments took on nationalist platforms, promising to protect their separate nationalist interests.;;;;;;;;;;X
multy-party_elections_2;Multi-Party Elections in Croatia;;;;;;;;;;X
multy-party_elections_2_desc;When the individual republics organized their multi-party elections in 1990, the ex-communists mostly failed to win re-election, while most of the elected governments took on nationalist platforms, promising to protect their separate nationalist interests.;;;;;;;;;;X
